sample_id,created_at,psa_grade,card_title,notes,front_image,back_image
sample_20260304_210034_060680,2026-03-04T21:00:34.067632,10.0,,,sample_20260304_210034_060680_front.jpg,sample_20260304_210034_060680_back.jpg
sample_20260304_210034_067725,2026-03-04T21:00:34.073822,10.0,,,sample_20260304_210034_067725_front.jpg,sample_20260304_210034_067725_back.jpg
sample_20260304_210034_073901,2026-03-04T21:00:34.079742,10.0,,,sample_20260304_210034_073901_front.jpg,sample_20260304_210034_073901_back.jpg
sample_20260304_210034_079823,2026-03-04T21:00:34.086455,10.0,,,sample_20260304_210034_079823_front.jpg,sample_20260304_210034_079823_back.jpg
sample_20260304_210125_820022,2026-03-04T21:01:25.834962,10.0,,,sample_20260304_210125_820022_front.jpg,sample_20260304_210125_820022_back.jpg
sample_20260304_210125_835151,2026-03-04T21:01:25.850876,10.0,,,sample_20260304_210125_835151_front.jpg,sample_20260304_210125_835151_back.jpg
sample_20260304_210125_852411,2026-03-04T21:01:25.868444,10.0,,,sample_20260304_210125_852411_front.jpg,sample_20260304_210125_852411_back.jpg
sample_20260304_210236_922255,2026-03-04T21:02:36.925561,10.0,,,sample_20260304_210236_922255_front_s-l1600.webp,sample_20260304_210236_922255_back_s-l1600.webp
sample_20260304_210312_165362,2026-03-04T21:03:12.168367,9.0,,,sample_20260304_210312_165362_front_s-l1600.webp,sample_20260304_210312_165362_back_s-l1600.webp
sample_20260304_210416_010295,2026-03-04T21:04:16.011622,9.0,,,sample_20260304_210416_010295_front_s-l960.webp,sample_20260304_210416_010295_back_s-l960.webp
sample_20260304_210546_446257,2026-03-04T21:05:46.465864,10.0,,,sample_20260304_210546_446257_front.jpg,sample_20260304_210546_446257_back.jpg
sample_20260304_210546_466333,2026-03-04T21:05:46.487141,10.0,,,sample_20260304_210546_466333_front.jpg,sample_20260304_210546_466333_back.jpg
sample_20260304_210546_487246,2026-03-04T21:05:46.508809,10.0,,,sample_20260304_210546_487246_front.jpg,sample_20260304_210546_487246_back.jpg
sample_20260304_210546_508928,2026-03-04T21:05:46.528661,10.0,,,sample_20260304_210546_508928_front.jpg,sample_20260304_210546_508928_back.jpg
sample_20260304_210628_881088,2026-03-04T21:06:28.889974,10.0,,,sample_20260304_210628_881088_front.jpg,sample_20260304_210628_881088_back.jpg
sample_20260304_210628_890078,2026-03-04T21:06:28.899730,10.0,,,sample_20260304_210628_890078_front.jpg,sample_20260304_210628_890078_back.jpg
sample_20260304_210628_899837,2026-03-04T21:06:28.909741,10.0,,,sample_20260304_210628_899837_front.jpg,sample_20260304_210628_899837_back.jpg
sample_20260304_210628_909868,2026-03-04T21:06:28.919122,10.0,,,sample_20260304_210628_909868_front.jpg,sample_20260304_210628_909868_back.jpg
sample_20260304_210628_919644,2026-03-04T21:06:28.929021,10.0,,,sample_20260304_210628_919644_front.jpg,sample_20260304_210628_919644_back.jpg
sample_20260304_210628_929153,2026-03-04T21:06:28.938618,10.0,,,sample_20260304_210628_929153_front.jpg,sample_20260304_210628_929153_back.jpg
sample_20260304_210628_938727,2026-03-04T21:06:28.948175,10.0,,,sample_20260304_210628_938727_front.jpg,sample_20260304_210628_938727_back.jpg
sample_20260304_210628_948355,2026-03-04T21:06:28.958251,10.0,,,sample_20260304_210628_948355_front.jpg,sample_20260304_210628_948355_back.jpg
sample_20260304_210835_776015,2026-03-04T21:08:35.791359,10.0,,,sample_20260304_210835_776015_front.jpg,sample_20260304_210835_776015_back.jpg
sample_20260304_210835_791864,2026-03-04T21:08:35.814201,10.0,,,sample_20260304_210835_791864_front.jpg,sample_20260304_210835_791864_back.jpg
sample_20260304_210835_814357,2026-03-04T21:08:35.831414,10.0,,,sample_20260304_210835_814357_front.jpg,sample_20260304_210835_814357_back.jpg
sample_20260304_211006_147258,2026-03-04T21:10:06.176239,9.0,,,sample_20260304_211006_147258_front.jpg,sample_20260304_211006_147258_back.jpg
sample_20260304_211006_177626,2026-03-04T21:10:06.206738,9.0,,,sample_20260304_211006_177626_front.jpg,sample_20260304_211006_177626_back.jpg
sample_20260304_211006_206858,2026-03-04T21:10:06.237762,9.0,,,sample_20260304_211006_206858_front.jpg,sample_20260304_211006_206858_back.jpg
sample_20260328_040644_556221,2026-03-28T04:06:44.561899,2.0,,Auto-saved from slab. OCR: Detected PSA 2.0 (confidence 74%),sample_20260328_040644_556221_front.jpg,sample_20260328_040644_556221_back.jpg
sample_20260328_040818_703816,2026-03-28T04:08:18.705283,3.0,#4,Auto-saved from slab. OCR: Detected PSA 3.0 (confidence 88%),sample_20260328_040818_703816_front.jpg,sample_20260328_040818_703816_back.jpg
sample_20260328_043111_326106,2026-03-28T04:31:11.327585,9.0,#8R,Auto-saved from slab. OCR: Detected PSA 9.0 (confidence 68%),sample_20260328_043111_326106_front.jpg,sample_20260328_043111_326106_back.jpg
sample_20260328_044758_371260_ebay,2026-03-28T04:47:59.167279,9.0,2024 Panini Donruss Optic Drake May Rated Rookie Pink Prizm PSA 9 MINT,eBay auto-import. Query: 2024 Prizm Drake May psa,sample_20260328_044758_371260_ebay_front.jpg,sample_20260328_044758_371260_ebay_back.jpg
sample_20260328_044759_531338_ebay,2026-03-28T04:47:59.942050,8.0,"2024 Prizm, Drake May, Premier Jersey-Green Pulsar, #PJDME, PSA 8",eBay auto-import. Query: 2024 Prizm Drake May psa,sample_20260328_044759_531338_ebay_front.jpg,sample_20260328_044759_531338_ebay_back.jpg
sample_20260328_045043_099483_ebay,2026-03-28T04:50:43.717604,10.0,2024-25 Panini UConn Prizm Student Orientation Azzi Fudd Pink Camo PSA 10 Pop 1,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045043_099483_ebay_front.jpg,sample_20260328_045043_099483_ebay_back.jpg
sample_20260328_045043_717896_ebay,2026-03-28T04:50:44.187926,10.0,2024 Panini Prizm Black Color Blast Duals Jaylen Brown Jayson Tatum #20 PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045043_717896_ebay_front.jpg,sample_20260328_045043_717896_ebay_back.jpg
sample_20260328_045044_188190_ebay,2026-03-28T04:50:44.601685,10.0,Anthony Black 2023 Optic Lime Green Prizm My House Rookie /149 PSA 10 RC,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045044_188190_ebay_front.jpg,sample_20260328_045044_188190_ebay_back.jpg
sample_20260328_045044_602963_ebay,2026-03-28T04:50:45.014847,10.0,PSA 10 💎   2023-24 Panini Select Orange Flash Prizm Giannis Antetokounmpo #141,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045044_602963_ebay_front.jpg,sample_20260328_045044_602963_ebay_back.jpg
sample_20260328_045045_016527_ebay,2026-03-28T04:50:45.394229,10.0,2024 Panini Blue Shimmer Prizm FOTL Matas Buzelis RC Rookie AUTO /25 PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045045_016527_ebay_front.jpg,sample_20260328_045045_016527_ebay_back.jpg
sample_20260328_045045_394501_ebay,2026-03-28T04:50:45.699989,10.0,2024-25 Panini Prizm Donovan Clingan #221 Gold Prizm /10 (RC) PSA 10 POP 1,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045045_394501_ebay_front.jpg,sample_20260328_045045_394501_ebay_back.jpg
sample_20260328_045045_700261_ebay,2026-03-28T04:50:46.363535,10.0,PSA 10 💎 2023-24 Panini Select Trae Young /175 Mezzanine Purple Flash Prizm 358,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045045_700261_ebay_front.jpg,sample_20260328_045045_700261_ebay_back.jpg
sample_20260328_045046_365565_ebay,2026-03-28T04:50:46.840390,10.0,2024 Panini Donruss Optic Red Wave Prizm Caleb Williams #327 PSA 10 Bears Rookie,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045046_365565_ebay_front.jpg,sample_20260328_045046_365565_ebay_back.jpg
sample_20260328_045046_840700_ebay,2026-03-28T04:50:47.380006,10.0,2024 Prizm Draft Picks Patrick Mahomes Black Color Blast PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045046_840700_ebay_front.jpg,sample_20260328_045046_840700_ebay_back.jpg
sample_20260328_045047_380307_ebay,2026-03-28T04:50:47.768417,10.0,2024-25 Prizm Black Sharpe Banchero Holmgren #TA-TWE Triple Auto PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045047_380307_ebay_front.jpg,sample_20260328_045047_380307_ebay_back.jpg
sample_20260328_045047_768655_ebay,2026-03-28T04:50:48.062342,10.0,2024 Panini Select Patrick Mahomes II Blue Prizm /249 PSA 10 Chiefs #33,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045047_768655_ebay_front.jpg,sample_20260328_045047_768655_ebay_back.jpg
sample_20260328_045048_063244_ebay,2026-03-28T04:50:48.531966,10.0,2024 Prizm Lionel Messi Red Pulsar /125 PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045048_063244_ebay_front.jpg,sample_20260328_045048_063244_ebay_back.jpg
sample_20260328_045048_532297_ebay,2026-03-28T04:50:49.084738,10.0,BO NIX 2024 Panini Donruss Optic Preview Pink Prizm Rc 369 PSA 10 Denver Broncos,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045048_532297_ebay_front.jpg,sample_20260328_045048_532297_ebay_back.jpg
sample_20260328_045049_085983_ebay,2026-03-28T04:50:49.764573,10.0,2024 Panini Prizm DP Sensational Signatures Purple Ice Yves Missi RC /99 PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045049_085983_ebay_front.jpg,sample_20260328_045049_085983_ebay_back.jpg
sample_20260328_045049_764809_ebay,2026-03-28T04:50:50.205040,10.0,2024 Panini Mosaic - NFL Debut Bo Nix #271 Camo Pink Mosaic Prizm (RC) PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045049_764809_ebay_front.jpg,sample_20260328_045049_764809_ebay_back.jpg
sample_20260328_045050_205606_ebay,2026-03-28T04:50:50.794432,10.0,2024 Panini Select Ladd McConkey White Prizm 24/35 PSA 10 ! POP 2 ! ,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045050_205606_ebay_front.jpg,sample_20260328_045050_205606_ebay_back.jpg
sample_20260328_045050_794680_ebay,2026-03-28T04:50:51.518082,10.0,2024 Evan Mobley Snakeskin Prizm PSA 10 🔥🔥 #148 ,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045050_794680_ebay_front.jpg,sample_20260328_045050_794680_ebay_back.jpg
sample_20260328_045051_519794_ebay,2026-03-28T04:50:52.141269,10.0,2024 PANINI PRIZM SILVER PRIZM #309 BO NIX PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045051_519794_ebay_front.jpg,sample_20260328_045051_519794_ebay_back.jpg
sample_20260328_045052_143211_ebay,2026-03-28T04:50:52.687650,10.0,2024 Panini Prizm WNBA Ticha Penicheiro #135 Dicks Logo PSA 10 Gem Mint Low Pop,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045052_143211_ebay_front.jpg,sample_20260328_045052_143211_ebay_back.jpg
sample_20260328_045052_689446_ebay,2026-03-28T04:50:53.277513,10.0,Luka Doncic 2024 Panini Prizm Black #5 Red /299 PSA 10 Gem Mint,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045052_689446_ebay_front.jpg,sample_20260328_045052_689446_ebay_back.jpg
sample_20260328_045053_277844_ebay,2026-03-28T04:50:53.761284,10.0,2024 Panini Prizm WNBA Dicks Logo Shakira Austin #134 PSA 10 Gem Mint Low Pop,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045053_277844_ebay_front.jpg,sample_20260328_045053_277844_ebay_back.jpg
sample_20260328_045053_761580_ebay,2026-03-28T04:50:54.053441,10.0,PSA 10 💎  2023-24 Panini Mosaic Razzle Dazzle Prizm Jayson Tatum #4 Celtics,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045053_761580_ebay_front.jpg,sample_20260328_045053_761580_ebay_back.jpg
sample_20260328_045054_053722_ebay,2026-03-28T04:50:54.582336,10.0,2024 Panini Prizm Jayden Daniels #347 RC Black and White Checker PSA 10,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045054_053722_ebay_front.jpg,sample_20260328_045054_053722_ebay_back.jpg
sample_20260328_045054_582632_ebay,2026-03-28T04:50:55.213711,10.0,2024 Panini Prizm - Rookies Brian Thomas Jr. #314 Silver Prizm (RC) PSA10 ,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045054_582632_ebay_front.jpg,sample_20260328_045054_582632_ebay_back.jpg
sample_20260328_045055_214081_ebay,2026-03-28T04:50:55.631900,10.0,ZACCHARIE RISACHER 2024-25 PRIZM ROOKIE TALISMEN ORANGE GEM 🔥/49 PSA 10🐰🔥🔥,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045055_214081_ebay_front.jpg,sample_20260328_045055_214081_ebay_back.jpg
sample_20260328_045056_098362_ebay,2026-03-28T04:50:56.673937,9.0,2024 Panini Select Patrick Mahomes II #469 Cosmic SSP FIELD LEVEL PRIZM PSA 9,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045056_098362_ebay_front.jpg,sample_20260328_045056_098362_ebay_back.jpg
sample_20260328_045056_674212_ebay,2026-03-28T04:50:57.072920,9.0,2024 Panini Select Patrick Mahomes II #120 Tie Dye Prizm #/25 PSA 9 MINT,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045056_674212_ebay_front.jpg,sample_20260328_045056_674212_ebay_back.jpg
sample_20260328_045057_073173_ebay,2026-03-28T04:50:57.553801,9.0,PSA 9: 2024 Donruss Optic - Devin Booker #11 Aqua Prizm /225,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045057_073173_ebay_front.jpg,sample_20260328_045057_073173_ebay_back.jpg
sample_20260328_045057_554048_ebay,2026-03-28T04:50:58.185232,9.0,PSA 9: 2024 Mosaic - NBA Greats Derrick Rose #292 Honeycomb Mosaic Prizm,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045057_554048_ebay_front.jpg,sample_20260328_045057_554048_ebay_back.jpg
sample_20260328_045058_185559_ebay,2026-03-28T04:50:58.860685,9.0,PSA 9: 2024 Prizm - Steve Nash #298 Basketball Prizm /225,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045058_185559_ebay_front.jpg,sample_20260328_045058_185559_ebay_back.jpg
sample_20260328_045058_860964_ebay,2026-03-28T04:50:59.401334,9.0,PSA 9: 2024 Donruss Optic - Shaquille O'Neal #244 Orange Prizm /175 Magic,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045058_860964_ebay_front.jpg,sample_20260328_045058_860964_ebay_back.jpg
sample_20260328_045059_401592_ebay,2026-03-28T04:50:59.867436,9.0,2024 Prizm Draft Picks - Rated Prospect Quinn Ewers #191 Red Ice Prizm (RC) PSA9,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045059_401592_ebay_front.jpg,sample_20260328_045059_401592_ebay_back.jpg
sample_20260328_045059_869141_ebay,2026-03-28T04:51:00.341671,9.0,PSA 9: 2024 Prizm - Charles Barkley #280 Teal Ice Prizm /225,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045059_869141_ebay_front.jpg,sample_20260328_045059_869141_ebay_back.jpg
sample_20260328_045100_342058_ebay,2026-03-28T04:51:00.927469,9.0,2024 Prizm Patrick Mahomes Silver Prizm PSA 9 Mint Chiefs Low Pop 📈🔥,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045100_342058_ebay_front.jpg,sample_20260328_045100_342058_ebay_back.jpg
sample_20260328_045100_927760_ebay,2026-03-28T04:51:01.217322,9.0,2024 2025 Panini Prizm Deca Victor Wembanyama #38 Red Prizm /199 PSA 9,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045100_927760_ebay_front.jpg,sample_20260328_045100_927760_ebay_back.jpg
sample_20260328_045101_217587_ebay,2026-03-28T04:51:02.061515,9.0,"2024 Panini Prizm WWE Bret ""Hit Man"" Hart #26 Wrestlemania Prizm #26/40 PSA 9",eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045101_217587_ebay_front.jpg,sample_20260328_045101_217587_ebay_back.jpg
sample_20260328_045102_061806_ebay,2026-03-28T04:51:02.626652,9.0,2024 Contenders Optic Ray Davis #137 Rookie Ticket Red Prizm Auto /175 PSA 9 RC,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045102_061806_ebay_front.jpg,sample_20260328_045102_061806_ebay_back.jpg
sample_20260328_045102_626918_ebay,2026-03-28T04:51:03.075000,9.0,2024 Mosaic NFL Debut No Huddle Purple Prizm 45/50 Malik Nabers PSA 9 MINT 1r17,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045102_626918_ebay_front.jpg,sample_20260328_045102_626918_ebay_back.jpg
sample_20260328_045103_075310_ebay,2026-03-28T04:51:03.595567,9.0,2024 Panini Select Caleb Williams #25 Black & Green Shock Prizm (RC) 1/5 PSA 9,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045103_075310_ebay_front.jpg,sample_20260328_045103_075310_ebay_back.jpg
sample_20260328_045103_595955_ebay,2026-03-28T04:51:04.064154,9.0,2024-25 Donruss Optic - Cam Spencer #269 Green Prizm /5 (RC) PSA 9,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045103_595955_ebay_front.jpg,sample_20260328_045103_595955_ebay_back.jpg
sample_20260328_045104_065857_ebay,2026-03-28T04:51:04.623163,9.0,2024 Panini Prizm WNBA Sophie Cunningham Ice Parallel PSA 9 #117,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045104_065857_ebay_front.jpg,sample_20260328_045104_065857_ebay_back.jpg
sample_20260328_045104_623900_ebay,2026-03-28T04:51:04.960857,9.0,2024 PANINI PRIZM #117 WNBA Dicks LOGO SOPHIE CUNNINGHAM FEVER PSA 9 Mint,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045104_623900_ebay_front.jpg,sample_20260328_045104_623900_ebay_back.jpg
sample_20260328_045104_962549_ebay,2026-03-28T04:51:05.476244,9.0,SOPHIE CUNNINGHAM 2024 PRIZM WNBA ORANGE ICE PSA MT 9 FEVER QQ,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045104_962549_ebay_front.jpg,sample_20260328_045104_962549_ebay_back.jpg
sample_20260328_045105_477758_ebay,2026-03-28T04:51:06.111202,9.0,2024 Panini Prizm #127 Cameron Brink WNBA Dicks Logo SSP Rookie RC PSA 9 Mint,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045105_477758_ebay_front.jpg,sample_20260328_045105_477758_ebay_back.jpg
sample_20260328_045106_113381_ebay,2026-03-28T04:51:06.506039,9.0,2024 Panini Prizm #213 Devin Singletary Red Choice PSA 9 .,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045106_113381_ebay_front.jpg,sample_20260328_045106_113381_ebay_back.jpg
sample_20260328_045106_507654_ebay,2026-03-28T04:51:06.947073,9.0,PSA 9 Mint 2024 Dicks LOGO PRIZM CAMERON BRINK RC Rookie Sparks #143 Panini,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045106_507654_ebay_front.jpg,sample_20260328_045106_507654_ebay_back.jpg
sample_20260328_045106_947330_ebay,2026-03-28T04:51:07.729604,9.0,2024 PANINI PRIZM Dicks WNBA LOGO  #147 ANGEL REESE PSA 9 Mint Rookie RC,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045106_947330_ebay_front.jpg,sample_20260328_045106_947330_ebay_back.jpg
sample_20260328_045107_731754_ebay,2026-03-28T04:51:08.328712,9.0,Kia Nurse 2024 Panini Prizm WNBA Dicks Logo #129 PSA 9 Mint Low Pop SSP,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045107_731754_ebay_front.jpg,sample_20260328_045107_731754_ebay_back.jpg
sample_20260328_045108_328993_ebay,2026-03-28T04:51:08.893539,9.0,2024 WNBA Prizm Dicks Logo #125 CHERYL MILLER PSA 9 Low Pop SSP Panini,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045108_328993_ebay_front.jpg,sample_20260328_045108_328993_ebay_back.jpg
sample_20260328_045108_895627_ebay,2026-03-28T04:51:09.373638,9.0,2024 Panini Prizm WNBA Kiah Stokes #122 Dicks Logo PSA 9 Mint Low Pop SSP,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045108_895627_ebay_front.jpg,sample_20260328_045108_895627_ebay_back.jpg
sample_20260328_045109_919911_ebay,2026-03-28T04:51:10.574065,8.0,2024 DONRUSS OPTIC #76 CJ STROUD ELECTRICITY PSA 8 28/75,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045109_919911_ebay_front.jpg,sample_20260328_045109_919911_ebay_back.jpg
sample_20260328_045110_575752_ebay,2026-03-28T04:51:11.143563,8.0,PSA 8: 2024 Mosaic - Devin Booker #200 Orange Prizm /249,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045110_575752_ebay_front.jpg,sample_20260328_045110_575752_ebay_back.jpg
sample_20260328_045111_144124_ebay,2026-03-28T04:51:11.655775,8.0,PSA 8: 2024 Prizm Deca - Anthony Edwards Red Prizm /199 #194 Timberwolves,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045111_144124_ebay_front.jpg,sample_20260328_045111_144124_ebay_back.jpg
sample_20260328_045111_656018_ebay,2026-03-28T04:51:12.258019,8.0,2024 Prizm Draft Caitlin Clark Silver Prizm Rookie 57 PSA 8 Iowa ,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045111_656018_ebay_front.jpg,sample_20260328_045111_656018_ebay_back.jpg
sample_20260328_045112_258590_ebay,2026-03-28T04:51:12.840964,8.0,2024 Panini Select Purple Shock Prizm #135 /360 PSA 8 CeeDee Lamb,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045112_258590_ebay_front.jpg,sample_20260328_045112_258590_ebay_back.jpg
sample_20260328_045112_841234_ebay,2026-03-28T04:51:13.219012,8.0,2024 Panini Prizm WNBA #127 Cameron Brink Rookie RC Cracked Ice PSA 8 NM-MT,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045112_841234_ebay_front.jpg,sample_20260328_045112_841234_ebay_back.jpg
sample_20260328_045113_219275_ebay,2026-03-28T04:51:13.978428,8.0,SHAI GILGEOUS-ALEXANDER PSA 10 2024-25 PANINI PRIZM BLACK #5 FIREWORKS SILVER 19,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045113_219275_ebay_front.jpg,sample_20260328_045113_219275_ebay_back.jpg
sample_20260328_045113_978696_ebay,2026-03-28T04:51:14.530500,8.0,2024 Panini Prizm Deca - Champ Bailey #95 Mojo Prizm /30 Psa 8 Broncos HOF,eBay auto-import. Query: 2024 Prizm PSA,sample_20260328_045113_978696_ebay_front.jpg,sample_20260328_045113_978696_ebay_back.jpg
